"gene","D","P_random","P_brownian","n","n1","n0","status","p_adjustp","p_adjustb","n_prop","n1_prop"
"FBgn0039140",0.37102882573112,0,0.02,277,38,239,"ok",0,0.0866618392469225,0.923333333333333,0.137184115523466
"FBgn0086365",0.338795397339742,0,0.154,72,17,55,"ok",0,0.312438040345821,0.24,0.236111111111111
"FBgn0019952",0.580622242226116,0,0,133,43,90,"ok",0,0,0.443333333333333,0.323308270676692
"FBgn0286199",0.496488289306409,0.015,0.113,60,7,53,"ok",0.0231042471042471,0.25715611332953,0.2,0.116666666666667
"FBgn0039178",-0.334188870593323,0,0.969,167,45,122,"ok",0,0.978071350257232,0.556666666666667,0.269461077844311
"FBgn0263398",0.204969632397574,0,0.167,156,30,126,"ok",0,0.328996872427984,0.52,0.192307692307692
"FBgn0259685",-0.216491108226119,0,0.922,281,210,71,"ok",0,0.944168392230684,0.936666666666667,0.747330960854093
"FBgn0011785",0.252593716788028,0,0.132,175,25,150,"ok",0,0.284336933045356,0.583333333333333,0.142857142857143
"FBgn0039183",0.611249477781863,0.001,0,207,33,174,"ok",0.00181912144702842,0,0.69,0.159420289855072
"FBgn0039184",0.907108807516687,0.292,0.006,77,10,67,"ok",0.343522658016318,0.039303776683087,0.256666666666667,0.12987012987013
"FBgn0011581",0.644393983613932,0.09,0.041,41,29,12,"ok",0.118625550660793,0.136681894150418,0.136666666666667,0.707317073170732
"FBgn0053340",NA,NA,NA,17,0,17,"skipped",NA,NA,0.0566666666666667,0
"FBgn0053341",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0039194",1.01299818234148,0.518,0.274,26,1,25,"ok",0.571059690493736,0.446518518518519,0.0866666666666667,0.0384615384615385
"FBgn0039199",0.666100917404879,0.086,0.042,62,10,52,"ok",0.113930484835068,0.139008849557522,0.206666666666667,0.161290322580645
"FBgn0039200",-0.412717378265519,0,0.95,59,32,27,"ok",0,0.964342663273961,0.196666666666667,0.542372881355932
"FBgn0000036",0.16853985786859,0,0.136,245,91,154,"ok",0,0.289565557729941,0.816666666666667,0.371428571428571
"FBgn0039197",1.34665028039742,0.825,0.018,62,3,59,"ok",0.855227371156345,0.080652938974167,0.206666666666667,0.0483870967741935
"FBgn0039196",0.103819501049159,0,0.318,92,33,59,"ok",0,0.489369165487977,0.306666666666667,0.358695652173913
"FBgn0039195",0.178329638238353,0,0.246,108,17,91,"ok",0,0.417429179072735,0.36,0.157407407407407
"FBgn0039192",0.859736182492842,0.287,0.029,40,8,32,"ok",0.33837218008078,0.110532484076433,0.133333333333333,0.2
"FBgn0039190",-5.38284335000963,0,0.849,21,1,20,"ok",0,0.898314207408717,0.07,0.0476190476190476
"FBgn0039189",0.0444708793557891,0,0.438,72,10,62,"ok",0,0.593992521246459,0.24,0.138888888888889
"FBgn0039188",0.266262717370793,0,0.155,100,20,80,"ok",0,0.313775372124493,0.333333333333333,0.2
"FBgn0039186",0.289010858300749,0,0.081,225,26,199,"ok",0,0.209647058823529,0.75,0.115555555555556
"FBgn0039182",0.0869239699582205,0,0.354,66,32,34,"ok",0,0.520539624032436,0.22,0.484848484848485
"FBgn0028471",0.12138802778299,0,0.32,75,38,37,"ok",0,0.491057827926657,0.25,0.506666666666667
"FBgn0039180",0.206025987503104,0.003,0.282,43,13,30,"ok",0.00513134200371588,0.45399192897498,0.143333333333333,0.302325581395349
"FBgn0011225",0.0608632236574012,0,0.324,298,146,152,"ok",0,0.494532840198954,0.993333333333333,0.48993288590604
"FBgn0039175",0.409680812682397,0.002,0.109,160,11,149,"ok",0.00351070695218539,0.25207961352657,0.533333333333333,0.06875
"FBgn0051128",-1.30480385048516,0.017,0.745,8,5,3,"ok",0.0259245667686035,0.826488691138302,0.0266666666666667,0.625
"FBgn0000039",-0.071163076009068,0,0.686,275,115,160,"ok",0,0.789048342143201,0.916666666666667,0.418181818181818
"FBgn0039201",0.345234263778188,0.001,0.142,117,10,107,"ok",0.00181912144702842,0.297471731139506,0.39,0.0854700854700855
"FBgn0003134",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0039203",0.501078066465716,0,0.017,109,20,89,"ok",0,0.0779524904214559,0.363333333333333,0.18348623853211
"FBgn0039204",0.4446315434242,0,0.021,126,30,96,"ok",0,0.0895042735042735,0.42,0.238095238095238
"FBgn0262167",-0.0126147068379754,0,0.507,87,19,68,"ok",0,0.652028368794326,0.29,0.218390804597701
"FBgn0266758",0.813138892837254,0.008,0,256,61,195,"ok",0.0128965517241379,0,0.853333333333333,0.23828125
"FBgn0039213",0.367698723863232,0,0.009,167,84,83,"ok",0,0.0515862068965517,0.556666666666667,0.502994011976048
"FBgn0000139",0.104540669552038,0,0.323,106,51,55,"ok",0,0.493699106002554,0.353333333333333,0.481132075471698
"FBgn0051126",0.191216522338382,0,0.237,65,19,46,"ok",0,0.408470046082949,0.216666666666667,0.292307692307692
"FBgn0020018",0.632712479734954,0.02,0.022,120,11,109,"ok",0.030070351758794,0.0922550805886475,0.4,0.0916666666666667
"FBgn0051125",-0.144571706553403,0,0.714,88,26,62,"ok",0,0.805842323651452,0.293333333333333,0.295454545454545
"FBgn0039214",0.242520653128052,0,0.035,293,74,219,"ok",0,0.123672866843815,0.976666666666667,0.252559726962457
"FBgn0046685",-0.0865289099195258,0,0.671,151,71,80,"ok",0,0.77898224852071,0.503333333333333,0.470198675496689
"FBgn0039212",0.0951818598887387,0,0.387,88,10,78,"ok",0,0.5504,0.293333333333333,0.113636363636364
"FBgn0039210",0.653785620955242,0.007,0.007,145,16,129,"ok",0.0113810623556582,0.0433847747281201,0.483333333333333,0.110344827586207
"FBgn0039209",0.254936888309866,0,0.04,251,79,172,"ok",0,0.13447191011236,0.836666666666667,0.314741035856574
"FBgn0039205",-0.432438409871513,0,0.835,39,9,30,"ok",0,0.888528496487952,0.13,0.230769230769231
"FBgn0004118",0.210766120107182,0,0.121,284,36,248,"ok",0,0.268569732937685,0.946666666666667,0.126760563380282
"FBgn0003429",0.343088093829477,0,0.002,298,86,212,"ok",0,0.0178760268857356,0.993333333333333,0.288590604026846
"FBgn0039217",-0.551580095526113,0,0.844,22,9,13,"ok",0,0.895239918461402,0.0733333333333333,0.409090909090909
"FBgn0039218",-1.4308355612783,0.009,0.841,24,2,22,"ok",0.0144,0.89276991307433,0.08,0.0833333333333333
"FBgn0004885",0.252857709972732,0,0.056,215,66,149,"ok",0,0.166181006694768,0.716666666666667,0.306976744186047
"FBgn0003719",0.27997316397432,0,0.169,136,121,15,"ok",0,0.33162682406952,0.453333333333333,0.889705882352941
"FBgn0000140",0.312221823704805,0,0.077,103,31,72,"ok",0,0.203609368095448,0.343333333333333,0.300970873786408
"FBgn0040600",-0.146283789396978,0,0.82,243,94,149,"ok",0,0.880315751704341,0.81,0.386831275720165
"FBgn0039225",0.83284831767815,0.021,0,272,34,238,"ok",0.0314750156543519,0,0.906666666666667,0.125
"FBgn0039228",8.05034815811246,0.813,0.155,10,1,9,"ok",0.844836676217765,0.313775372124493,0.0333333333333333,0.1
"FBgn0039229",0.593605961823857,0.001,0.009,99,22,77,"ok",0.00181912144702842,0.0515862068965517,0.33,0.222222222222222
"FBgn0039232",0.0916824675648747,0,0.345,86,35,51,"ok",0,0.513296867230234,0.286666666666667,0.406976744186047
"FBgn0013953",-0.259311847701485,0,0.827,67,25,42,"ok",0,0.883945342502456,0.223333333333333,0.373134328358209
"FBgn0039233",0.572937479775569,0.02,0.06,96,9,87,"ok",0.030070351758794,0.174037809015996,0.32,0.09375
"FBgn0039234",0.192995031885293,0.002,0.27,52,19,33,"ok",0.00351070695218539,0.442409638554217,0.173333333333333,0.365384615384615
"FBgn0039238",-0.25681134500437,0.087,0.674,10,8,2,"ok",0.115153284671533,0.78147955822515,0.0333333333333333,0.8
"FBgn0013949",-0.409596224572843,0,0.901,48,16,32,"ok",0,0.930947768281102,0.16,0.333333333333333
"FBgn0039241",0.238623136760974,0,0.098,161,40,121,"ok",0,0.235467576791809,0.536666666666667,0.248447204968944
"FBgn0043799",0.215564641212958,0,0.272,61,10,51,"ok",0,0.444530383722518,0.203333333333333,0.163934426229508
"FBgn0039244",0.265165154434082,0,0.08,150,39,111,"ok",0,0.20854715748203,0.5,0.26
"FBgn0039246",-0.564610038876741,0.017,0.704,9,5,4,"ok",0.0259245667686035,0.79938064516129,0.03,0.555555555555556
"FBgn0039249",0.583639505719526,0,0,151,42,109,"ok",0,0,0.503333333333333,0.278145695364238
"FBgn0039250",0.456134807698861,0.075,0.182,23,8,15,"ok",0.100627802690583,0.347784767683219,0.0766666666666667,0.347826086956522
"FBgn0039251",0.390885031677808,0.052,0.185,23,8,15,"ok",0.0722051282051282,0.350828711773095,0.0766666666666667,0.347826086956522
"FBgn0051121",0.351208878374596,0,0.012,201,88,113,"ok",0,0.0619568593615185,0.67,0.437810945273632
"FBgn0015625",0.0552344503183387,0,0.424,179,33,146,"ok",0,0.581997018006652,0.596666666666667,0.184357541899441
"FBgn0039239",4.7151214468554,0.799,0,5,3,2,"ok",0.833545327754533,0,0.0166666666666667,0.6
"FBgn0039237",NA,NA,NA,7,0,7,"skipped",NA,NA,0.0233333333333333,0
"FBgn0039235",NA,NA,NA,9,9,0,"skipped",NA,NA,0.03,1
"FBgn0051119",0.821255598824788,0.373,0.229,54,2,52,"ok",0.426978861788618,0.400098102189781,0.18,0.037037037037037
"FBgn0051357",0.608272690424042,0.017,0.02,144,13,131,"ok",0.0259245667686035,0.0866618392469225,0.48,0.0902777777777778
"FBgn0051118",0.00549926005619617,0,0.496,106,26,80,"ok",0,0.643412963364405,0.353333333333333,0.245283018867925
"FBgn0045980",-0.00469333022275033,0,0.535,125,18,107,"ok",0,0.675551804178097,0.416666666666667,0.144
"FBgn0027617",0.0459760726576888,0.012,0.52,48,4,44,"ok",0.0188102161100196,0.663329780430612,0.16,0.0833333333333333
"FBgn0027539",0.404036669879645,0,0.027,273,23,250,"ok",0,0.1056,0.91,0.0842490842490843
"FBgn0039227",0.08253517299711,0,0.34,166,40,126,"ok",0,0.509085449768548,0.553333333333333,0.240963855421687
"FBgn0039224",0.631822068902358,0.004,0.001,107,23,84,"ok",0.00672737492973581,0.0103798785776236,0.356666666666667,0.214953271028037
"FBgn0039223",0.144296949313934,0,0.245,208,33,175,"ok",0,0.416381709741551,0.693333333333333,0.158653846153846
"FBgn0015591",0.483481190898743,0.026,0.133,83,6,77,"ok",0.0383117458754001,0.285361061312298,0.276666666666667,0.072289156626506
"FBgn0039219",0.19979001280475,0,0.194,120,38,82,"ok",0,0.361537215820617,0.4,0.316666666666667
"FBgn0039252",0.22917736587737,0,0.145,128,25,103,"ok",0,0.300912086006589,0.426666666666667,0.1953125
"FBgn0039254",0.365321162945184,0.004,0.148,50,37,13,"ok",0.00672737492973581,0.304864716006885,0.166666666666667,0.74
"FBgn0285912",0.459047192717576,0,0.015,107,33,74,"ok",0,0.0718654923939151,0.356666666666667,0.308411214953271
"FBgn0039258",0.205464833146057,0.005,0.345,93,5,88,"ok",0.00830649639089395,0.513296867230234,0.31,0.0537634408602151
"FBgn0015240",0.0123954609274794,0,0.476,217,37,180,"ok",0,0.626845070422535,0.723333333333333,0.170506912442396
"FBgn0045866",-0.324668374518387,0,0.859,59,17,42,"ok",0,0.903384182776801,0.196666666666667,0.288135593220339
"FBgn0039265",0.297590130391323,0,0.126,64,34,30,"ok",0,0.275026080612803,0.213333333333333,0.53125
"FBgn0039266",0.155718354567539,0,0.352,74,8,66,"ok",0,0.519001601576937,0.246666666666667,0.108108108108108
"FBgn0039270",1.48305110407949,0.611,0.271,21,1,20,"ok",0.660325808199386,0.443501709284835,0.07,0.0476190476190476
"FBgn0039272",-0.136062883897762,0.002,0.598,43,5,38,"ok",0.00351070695218539,0.725480385200203,0.143333333333333,0.116279069767442
"FBgn0039274",0.0555125571590886,0,0.427,55,18,37,"ok",0,0.58457286662091,0.183333333333333,0.327272727272727
"FBgn0004897",0.209580758820812,0,0.191,99,32,67,"ok",0,0.357561082433912,0.33,0.323232323232323
"FBgn0004898",2.62996223694749,0.861,0.051,66,1,65,"ok",0.885870701513067,0.156584915341201,0.22,0.0151515151515152
"FBgn0046214",0.9679172223125,0.395,0.046,55,4,51,"ok",0.44924071082391,0.146768328445748,0.183333333333333,0.0727272727272727
"FBgn0039283",0.991806402895672,0.587,0.267,66,1,65,"ok",0.637844198293081,0.439298322793511,0.22,0.0151515151515152
"FBgn0051510",1.27831779413776,0.711,0.022,28,4,24,"ok",0.753564293304995,0.0922550805886475,0.0933333333333333,0.142857142857143
"FBgn0011336",0.361872463585511,0.001,0.088,152,17,135,"ok",0.00181912144702842,0.220101149425287,0.506666666666667,0.111842105263158
"FBgn0039269",0.770639745945859,0.16,0.061,60,5,55,"ok",0.19984136923398,0.17570348977136,0.2,0.0833333333333333
"FBgn0051111",1.95517308507094,0.373,0.422,14,1,13,"ok",0.426978861788618,0.580383360147093,0.0466666666666667,0.0714285714285714
"FBgn0051109",2.20524529538161,0.779,0.073,31,1,30,"ok",0.815666841644794,0.196594059405941,0.103333333333333,0.032258064516129
"FBgn0039261",0.809218085306711,0.072,0,139,19,120,"ok",0.0970596981302095,0,0.463333333333333,0.136690647482014
"FBgn0039260",0.416072792267067,0,0.028,123,26,97,"ok",0,0.108272697899838,0.41,0.211382113821138
"FBgn0039259",0.213499351471203,0,0.202,135,19,116,"ok",0,0.370219908116386,0.45,0.140740740740741
"FBgn0029157",0.138266403097506,0,0.15,291,141,150,"ok",0,0.307502569373073,0.97,0.484536082474227
"FBgn0020626",0.425206566343233,0,0.017,120,37,83,"ok",0,0.0779524904214559,0.4,0.308333333333333
"FBgn0051108",0.930770286633913,0.343,0.007,57,9,48,"ok",0.395932098765432,0.0433847747281201,0.19,0.157894736842105
"FBgn0039286",0.094139239223231,0,0.327,125,28,97,"ok",0,0.497020066040132,0.416666666666667,0.224
"FBgn0039288",NA,NA,NA,41,41,0,"skipped",NA,NA,0.136666666666667,1
"FBgn0039290",0.467499108929404,0,0.039,130,15,115,"ok",0,0.132074702886248,0.433333333333333,0.115384615384615
"FBgn0039293",0.089600830222406,0,0.367,96,14,82,"ok",0,0.53394796985169,0.32,0.145833333333333
"FBgn0039297",-0.0440584506060764,0,0.55,55,23,32,"ok",0,0.687528723626489,0.183333333333333,0.418181818181818
"FBgn0039298",-5.35313409953987,0.128,0.858,18,1,17,"ok",0.163350821070591,0.902967288075976,0.06,0.0555555555555556
"FBgn0039301",-1.00724805541891,0,0.816,35,3,32,"ok",0,0.877359446590603,0.116666666666667,0.0857142857142857
"FBgn0039302",-0.069854735596474,0,0.578,64,11,53,"ok",0,0.709342083675144,0.213333333333333,0.171875
"FBgn0039303",0.73591432998416,0.06,0.008,122,12,110,"ok",0.0822448745848127,0.0475628415300546,0.406666666666667,0.0983606557377049
"FBgn0039305",0.266965359370638,0,0.182,59,26,33,"ok",0,0.347784767683219,0.196666666666667,0.440677966101695
"FBgn0039306",-0.0671110323737341,0,0.608,121,19,102,"ok",0,0.73344864428989,0.403333333333333,0.15702479338843
"FBgn0039310",-0.305595179006871,0.014,0.613,42,3,39,"ok",0.0216699430936368,0.736510792089148,0.14,0.0714285714285714
"FBgn0051300",1.96720937094921,0.705,0.181,16,1,15,"ok",0.748,0.346926329276105,0.0533333333333333,0.0625
"FBgn0051104",NA,NA,NA,23,0,23,"skipped",NA,NA,0.0766666666666667,0
"FBgn0039316",NA,NA,NA,14,0,14,"skipped",NA,NA,0.0466666666666667,0
"FBgn0039319",0.700781002209787,0.215,0.086,21,7,14,"ok",0.261708706265256,0.217692047377327,0.07,0.333333333333333
"FBgn0051436",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0027376",-0.449889448765183,0,0.882,46,9,37,"ok",0,0.918612479331651,0.153333333333333,0.195652173913043
"FBgn0051437",-0.116395271227287,0.002,0.609,24,14,10,"ok",0.00351070695218539,0.73413698630137,0.08,0.583333333333333
"FBgn0039335",0.921463126067217,0.348,0.021,61,6,55,"ok",0.401277965121881,0.0895042735042735,0.203333333333333,0.0983606557377049
"FBgn0039337",0.43801076617295,0.003,0.043,77,23,54,"ok",0.00513134200371588,0.1408,0.256666666666667,0.298701298701299
"FBgn0039338",-0.0518293389576256,0,0.588,199,25,174,"ok",0,0.717201793721973,0.663333333333333,0.125628140703518
"FBgn0039336",0.24458964231724,0,0.202,48,23,25,"ok",0,0.370219908116386,0.16,0.479166666666667
"FBgn0051439",-6.4025814972905,0,0.871,17,1,16,"ok",0,0.911837648705388,0.0566666666666667,0.0588235294117647
"FBgn0039332",0.182198374717521,0,0.174,147,63,84,"ok",0,0.337454545454545,0.49,0.428571428571429
"FBgn0261575",0.272087790723488,0,0.15,93,21,72,"ok",0,0.307502569373073,0.31,0.225806451612903
"FBgn0039329",0.0343714610749651,0,0.466,70,14,56,"ok",0,0.618645368829728,0.233333333333333,0.2
"FBgn0039328",-0.463317395786149,0.051,0.687,31,2,29,"ok",0.0709565217391304,0.789364055299539,0.103333333333333,0.0645161290322581
"FBgn0039326",1.22418147809815,0.621,0.037,16,5,11,"ok",0.669742092457421,0.128092565808504,0.0533333333333333,0.3125
"FBgn0039325",0.776379816956979,0.298,0.148,24,4,20,"ok",0.349413539727638,0.304864716006885,0.08,0.166666666666667
"FBgn0039324",NA,NA,NA,9,0,9,"skipped",NA,NA,0.03,0
"FBgn0051087",0.274182609289567,0,0.144,74,25,49,"ok",0,0.299981201044386,0.246666666666667,0.337837837837838
"FBgn0051099",0.0240801089695772,0.009,0.481,26,14,12,"ok",0.0144,0.630308551406986,0.0866666666666667,0.538461538461538
"FBgn0039321",1.51339839284879,0.944,0.006,56,3,53,"ok",0.953400168776371,0.039303776683087,0.186666666666667,0.0535714285714286
"FBgn0051288",1.20399338668755,0.637,0.065,22,3,19,"ok",0.68520726226856,0.183126177024482,0.0733333333333333,0.136363636363636
"FBgn0051102",0.422289912959006,0.01,0.107,53,13,40,"ok",0.015878996948388,0.249284796573876,0.176666666666667,0.245283018867925
"FBgn0051098",0.315755067574727,0.002,0.201,73,8,65,"ok",0.00351070695218539,0.369235303146585,0.243333333333333,0.10958904109589
"FBgn0039312",0.257690567340767,0,0.161,102,21,81,"ok",0,0.321301984325496,0.34,0.205882352941176
"FBgn0027090",0.137350503709332,0,0.221,193,50,143,"ok",0,0.390914572864322,0.643333333333333,0.259067357512953
"FBgn0039304",1.3792881247655,0.921,0.002,56,5,51,"ok",0.934429298067142,0.0178760268857356,0.186666666666667,0.0892857142857143
"FBgn0039300",0.396197242327955,0.002,0.094,110,12,98,"ok",0.00351070695218539,0.229309417040359,0.366666666666667,0.109090909090909
"FBgn0000158",0.294120241570314,0.059,0.313,26,5,21,"ok",0.0809947235604496,0.484227507755946,0.0866666666666667,0.192307692307692
"FBgn0039296",NA,NA,NA,33,0,33,"skipped",NA,NA,0.11,0
"FBgn0039291",-1.49395678210871,0.107,0.81,18,1,17,"ok",0.138906172036013,0.872790132348969,0.06,0.0555555555555556
"FBgn0022800",0.554971254021963,0.057,0.164,74,4,70,"ok",0.0785645514223195,0.324690157154673,0.246666666666667,0.0540540540540541
"FBgn0039341",0.342597025818303,0.007,0.213,93,7,86,"ok",0.0113810623556582,0.381785831960461,0.31,0.0752688172043011
"FBgn0039342",0.330949788322789,0.065,0.276,22,7,15,"ok",0.0883799136559873,0.448191044776119,0.0733333333333333,0.318181818181818
"FBgn0039343",-0.03287212371673,0,0.522,36,17,19,"ok",0,0.664888888888889,0.12,0.472222222222222
"FBgn0011666",0.404308384916334,0,0.003,259,168,91,"ok",0,0.0240482250502344,0.863333333333333,0.648648648648649
"FBgn0039346",0.272389852364697,0.023,0.312,31,7,24,"ok",0.0342325581395349,0.483180124223602,0.103333333333333,0.225806451612903
"FBgn0039347",0.161541496441728,0.016,0.355,31,5,26,"ok",0.0245088954306924,0.521625537139349,0.103333333333333,0.161290322580645
"FBgn0039350",-0.417065360985126,0,0.903,49,29,20,"ok",0,0.932209436729061,0.163333333333333,0.591836734693878
"FBgn0027508",-0.0627565628008552,0,0.662,246,90,156,"ok",0,0.772882255389718,0.82,0.365853658536585
"FBgn0039349",0.178721061227743,0,0.19,109,41,68,"ok",0,0.356246279179069,0.363333333333333,0.376146788990826
"FBgn0039348",0.299274045875675,0,0.057,170,41,129,"ok",0,0.168147892531427,0.566666666666667,0.241176470588235
"FBgn0261287",1.35171221703804,0.383,0.3,10,1,9,"ok",0.436879908501716,0.472732060566162,0.0333333333333333,0.1
"FBgn0039344",0.263679048919208,0,0.048,274,65,209,"ok",0,0.15050144092219,0.913333333333333,0.237226277372263
"FBgn0040212",0.591512677828594,0.001,0,143,31,112,"ok",0.00181912144702842,0,0.476666666666667,0.216783216783217
"FBgn0261986",0.330862179097435,0,0.035,256,43,213,"ok",0,0.123672866843815,0.853333333333333,0.16796875
"FBgn0039354",4.61987502570073,0.921,0.03,88,1,87,"ok",0.934429298067142,0.112270168855535,0.293333333333333,0.0113636363636364
"FBgn0039356",0.458862384552875,0.04,0.141,26,15,11,"ok",0.0569430236707506,0.296206424433913,0.0866666666666667,0.576923076923077
"FBgn0039358",0.565564919267331,0.003,0.009,140,22,118,"ok",0.00513134200371588,0.0515862068965517,0.466666666666667,0.157142857142857
"FBgn0039373",-0.868153802861335,0.361,0.447,21,1,20,"ok",0.414670121892696,0.602714736367733,0.07,0.0476190476190476
"FBgn0011273",2.40300799483552,0.802,0.08,26,1,25,"ok",0.836237672068305,0.20854715748203,0.0866666666666667,0.0384615384615385
"FBgn0039376",1.01693958363498,0.491,0.227,24,2,22,"ok",0.545110204081633,0.398348387096774,0.08,0.0833333333333333
"FBgn0039379",1.13319228442987,0.731,0,102,7,95,"ok",0.772026826685492,0,0.34,0.0686274509803922
"FBgn0039381",0.323802889295833,0,0.049,185,31,154,"ok",0,0.152756446991404,0.616666666666667,0.167567567567568
"FBgn0027865",0.0753603841017681,0,0.386,227,19,208,"ok",0,0.549565548417797,0.756666666666667,0.0837004405286344
"FBgn0040602",-0.290522668415077,0.053,0.607,11,3,8,"ok",0.0734743426387119,0.732463803186126,0.0366666666666667,0.272727272727273
"FBgn0011669",NA,NA,NA,4,0,4,"skipped",NA,NA,0.0133333333333333,0
"FBgn0051093",NA,NA,NA,10,0,10,"skipped",NA,NA,0.0333333333333333,0
"FBgn0051380",0.770006849130396,0.183,0.023,39,10,29,"ok",0.22599772985244,0.0950169140490162,0.13,0.256410256410256
"FBgn0039371",-3.25285216465978,0,0.668,8,1,7,"ok",0,0.776931389698737,0.0266666666666667,0.125
"FBgn0039370",NA,NA,NA,16,0,16,"skipped",NA,NA,0.0533333333333333,0
"FBgn0039369",-1.74115290236388,0.046,0.772,10,2,8,"ok",0.0646690943263244,0.845547359751075,0.0333333333333333,0.2
"FBgn0039368",7.0768682075517,0.853,0.099,13,1,12,"ok",0.878999827794042,0.237346153846154,0.0433333333333333,0.0769230769230769
"FBgn0039366",-0.392774756533653,0.179,0.758,11,1,10,"ok",0.221354825377144,0.835951345374125,0.0366666666666667,0.0909090909090909
"FBgn0051092",1.20435873622915,0.826,0.001,92,6,86,"ok",0.855967443068664,0.0103798785776236,0.306666666666667,0.0652173913043478
"FBgn0039360",0.269828357125064,0,0.14,83,30,53,"ok",0,0.295193798449612,0.276666666666667,0.36144578313253
"FBgn0039359",0.101303929562042,0,0.25,296,77,219,"ok",0,0.422062350119904,0.986666666666667,0.260135135135135
"FBgn0039357",0.0101335765172749,0,0.479,49,8,41,"ok",0,0.629272447859495,0.163333333333333,0.163265306122449
"FBgn0039355",-0.607999992509451,0,0.928,33,10,23,"ok",0,0.948203193033382,0.11,0.303030303030303
"FBgn0028717",0.497576909186963,0,0.005,285,33,252,"ok",0,0.0345895953757225,0.95,0.115789473684211
"FBgn0039385",-0.20668241585033,0.006,0.651,20,12,8,"ok",0.00985290889132821,0.763615407233167,0.0666666666666667,0.6
"FBgn0039386",0.251446554229997,0.004,0.251,47,11,36,"ok",0.00672737492973581,0.423332581736189,0.156666666666667,0.234042553191489
"FBgn0039387",0.482209616717893,0.06,0.213,62,4,58,"ok",0.0822448745848127,0.381785831960461,0.206666666666667,0.0645161290322581
"FBgn0051089",0.581931600806955,0.148,0.245,40,3,37,"ok",0.186154913294798,0.416381709741551,0.133333333333333,0.075
"FBgn0039398",1.6789227573885,0.987,0.001,44,4,40,"ok",0.99006084988685,0.0103798785776236,0.146666666666667,0.0909090909090909
"FBgn0000206",0.156198179050864,0,0.202,160,63,97,"ok",0,0.370219908116386,0.533333333333333,0.39375
"FBgn0015269",0.610908688105088,0,0,287,30,257,"ok",0,0,0.956666666666667,0.104529616724739
"FBgn0002734",-0.383170068286413,0,0.892,47,27,20,"ok",0,0.924842415316642,0.156666666666667,0.574468085106383
"FBgn0002735",-0.0428328670453235,0,0.587,136,21,115,"ok",0,0.716347099010911,0.453333333333333,0.154411764705882
"FBgn0002732",-0.659534243711434,0,0.95,111,104,7,"ok",0,0.964342663273961,0.37,0.936936936936937
"FBgn0002578",0.774908386492382,0.122,0.017,83,8,75,"ok",0.156427683736876,0.0779524904214559,0.276666666666667,0.0963855421686747
"FBgn0002609",0.0824224291619228,0,0.308,272,77,195,"ok",0,0.479342522756827,0.906666666666667,0.283088235294118
"FBgn0002632",-0.0443401044589788,0.003,0.526,36,6,30,"ok",0.00513134200371588,0.667922334217507,0.12,0.166666666666667
"FBgn0002633",0.345975223485768,0,0.053,120,25,95,"ok",0,0.15997578814628,0.4,0.208333333333333
"FBgn0000591",-0.12055429231147,0,0.724,148,37,111,"ok",0,0.812074226804124,0.493333333333333,0.25
"FBgn0001139",0.44870766866573,0,0.001,300,50,250,"ok",0,0.0103798785776236,1,0.166666666666667
"FBgn0039402",0.723636416775719,0.008,0,250,21,229,"ok",0.0128965517241379,0,0.833333333333333,0.084
"FBgn0039404",0.345323297213858,0,0.086,106,25,81,"ok",0,0.217692047377327,0.353333333333333,0.235849056603774
"FBgn0039407",0.407165254534928,0,0.021,129,80,49,"ok",0,0.0895042735042735,0.43,0.62015503875969
"FBgn0039408",-0.194823719430695,0,0.799,90,30,60,"ok",0,0.865456783419314,0.3,0.333333333333333
"FBgn0039406",0.569302302474726,0.04,0.056,57,10,47,"ok",0.0569430236707506,0.166181006694768,0.19,0.175438596491228
"FBgn0039403",1.19997597331548,0.728,0.019,70,3,67,"ok",0.769401624867538,0.083630746598014,0.233333333333333,0.0428571428571429
"FBgn0028833",0.453481471463474,0.01,0.097,66,12,54,"ok",0.015878996948388,0.234051612903226,0.22,0.181818181818182
"FBgn0266668",0.415012464180707,0,0.032,210,24,186,"ok",0,0.116832214765101,0.7,0.114285714285714
"FBgn0002631",NA,NA,NA,99,99,0,"skipped",NA,NA,0.33,1
"FBgn0002629",-0.0982205591253892,0,0.7,160,104,56,"ok",0,0.796804260985353,0.533333333333333,0.65
"FBgn0002592",0.736067672803317,0.58,0.189,95,94,1,"ok",0.63155672823219,0.355206030150754,0.316666666666667,0.989473684210526
"FBgn0002733",-0.226026394362202,0,0.902,183,89,94,"ok",0,0.931739685827723,0.61,0.486338797814208
"FBgn0039395",-0.218462433619803,0,0.69,33,8,25,"ok",0,0.79159509202454,0.11,0.242424242424242
"FBgn0051324",0.241543244383594,0,0.162,89,27,62,"ok",0,0.322544668108468,0.296666666666667,0.303370786516854
"FBgn0039415",0.1661688900792,0,0.297,68,34,34,"ok",0,0.469426307448494,0.226666666666667,0.5
"FBgn0051323",0.259440424434993,0,0.109,130,35,95,"ok",0,0.25207961352657,0.433333333333333,0.269230769230769
"FBgn0051086",-0.273819034156796,0,0.853,90,21,69,"ok",0,0.900079703755951,0.3,0.233333333333333
